Building,Address,Listing,Bed,Bath,SqFt,Price,Unit Amenities,Building Amenities,Pets,Latitude,Longitude,City
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,549 SQFT,"$1,995","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,527 SQFT,"$2,000","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,608 SQFT,"$2,005","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,549 SQFT,"$2,015","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,527 SQFT,"$2,020","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,608 SQFT,"$2,025","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,527 SQFT,"$2,040","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,608 SQFT,"$2,045","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,527 SQFT,"$2,060","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,608 SQFT,"$2,065","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,700 SQFT,"$2,075","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,527 SQFT,"$2,080","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,700 SQFT,"$2,095","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,527 SQFT,"$2,100","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,673 SQFT,"$2,115","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,700 SQFT,"$2,115","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,721 SQFT,"$2,115","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,527 SQFT,"$2,120","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,673 SQFT,"$2,135","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,700 SQFT,"$2,135","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,662 SQFT,"$2,135","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,721 SQFT,"$2,135","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,673 SQFT,"$2,155","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,700 SQFT,"$2,155","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,662 SQFT,"$2,155","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,721 SQFT,"$2,155","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,673 SQFT,"$2,175","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,700 SQFT,"$2,175","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,662 SQFT,"$2,175","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,721 SQFT,"$2,175","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,673 SQFT,"$2,195","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,700 SQFT,"$2,195","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,662 SQFT,"$2,195","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,721 SQFT,"$2,195","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,748 SQFT,"$2,205","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,538 SQFT,"$2,210","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,673 SQFT,"$2,215","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,700 SQFT,"$2,215","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,662 SQFT,"$2,215","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,721 SQFT,"$2,215","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,764 SQFT,"$2,215","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,538 SQFT,"$2,230","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,673 SQFT,"$2,235","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,700 SQFT,"$2,235","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,662 SQFT,"$2,235","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,721 SQFT,"$2,235","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,608 SQFT,"$2,235","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,748 SQFT,"$2,245","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,538 SQFT,"$2,250","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,673 SQFT,"$2,255","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,700 SQFT,"$2,255","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,662 SQFT,"$2,255","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,608 SQFT,"$2,255","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,764 SQFT,"$2,255","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,748 SQFT,"$2,265","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,538 SQFT,"$2,270","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,673 SQFT,"$2,275","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,700 SQFT,"$2,275","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,662 SQFT,"$2,275","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,608 SQFT,"$2,275","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,764 SQFT,"$2,275","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,748 SQFT,"$2,285","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,538 SQFT,"$2,290","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,673 SQFT,"$2,295","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,700 SQFT,"$2,295","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,662 SQFT,"$2,295","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,721 SQFT,"$2,295","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,608 SQFT,"$2,295","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,764 SQFT,"$2,295","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,748 SQFT,"$2,305","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,538 SQFT,"$2,310","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,700 SQFT,"$2,315","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,662 SQFT,"$2,315","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,721 SQFT,"$2,315","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,608 SQFT,"$2,315","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,764 SQFT,"$2,315","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,748 SQFT,"$2,325","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,538 SQFT,"$2,330","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,700 SQFT,"$2,335","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,662 SQFT,"$2,335","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,721 SQFT,"$2,335","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,608 SQFT,"$2,335","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,764 SQFT,"$2,335","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,748 SQFT,"$2,345","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,538 SQFT,"$2,350","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,700 SQFT,"$2,355","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,662 SQFT,"$2,355","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
IVY Montreal,"360 Av Du Président-Kennedy, Montréal, QC H3A 0H8",1 Bedroom,1 Bedrooms,1 Bathroom,721 SQFT,"$2,355","Air Conditioning, Dishwasher, In Unit Laundry","Business Center, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,45.5071521252651,-73.56974454680133,Montreal
